accommodation_id,name,capacity,quantity,price,discount_price,amenities,description,image,
32,Deluxe King/Twin,2,80,3500000,3150000,"Thiết kế hiện đại 5 sao, bồn tắm và vòi sen riêng biệt, Wifi tốc độ cao.","Phòng nghỉ sang trọng, nội thất cao cấp, gần khu vực sân bay và trung tâm thành phố.",
32,Executive Club Room,2,35,5500000,4950000,"Quyền lợi Club Lounge (ăn sáng, trà chiều, cocktail tối), view hồ bơi/thành phố.","Phòng dành cho khách ưu tiên, tận hưởng dịch vụ độc quyền tại Club Lounge.",
32,Junior Suite,3,18,7500000,6750000,"Phòng khách nhỏ tách biệt, sofa bed, tiện nghi Nespresso, áo choàng tắm sang trọng.","Căn suite thoải mái, mang lại không gian sống và làm việc riêng biệt.",
32,Presidential Suite,4,2,15000000,13500000,"Không gian lớn, phòng ăn riêng, tiện nghi xa xỉ, dịch vụ quản gia.","Căn suite cao cấp nhất, phục vụ khách VIP hoặc tổ chức các buổi gặp gỡ riêng tư.",
33,Standard Room,2,50,1500000,1350000,"Wifi, TV, điều hòa, phòng tắm sạch sẽ.","Phòng tiêu chuẩn quốc tế, sạch sẽ, gần sân bay, có dịch vụ đưa đón.",
33,Deluxe Room Airport View,2,30,2000000,1800000,"Tầm nhìn ra sân bay (hạn chế), tiện nghi nâng cấp, bồn tắm/vòi sen.","Phòng có view thoáng, thích hợp cho khách du lịch cần sự tiện lợi gần sân bay.",
33,Vissai Executive,2,12,2800000,2520000,"Phòng rộng rãi, bàn làm việc lớn, khu vực sofa, ưu đãi giặt ủi.","Lý tưởng cho khách công tác, với không gian làm việc thoải mái và dịch vụ tốt.",
33,Family Suite,4,8,4000000,3600000,"Phòng lớn hoặc 2 phòng ngủ thông nhau, tiện nghi gia đình cơ bản.","Suite dành cho gia đình, cung cấp không gian nghỉ ngơi thoải mái cho 4 người.",
34,The Bloom Double Room,2,18,1100000,990000,"Thiết kế tối giản, tông màu ấm, yên tĩnh, TV thông minh.","Phòng boutique nhỏ gọn, phong cách độc đáo, phù hợp cho cặp đôi tìm kiếm không gian lãng mạn.",
34,Deluxe with Balcony,2,14,1500000,1350000,"Ban công nhỏ hướng phố, ánh sáng tự nhiên, phòng tắm hiện đại.","Phòng có ban công, thích hợp cho khách thích không gian mở và thư giãn.",
34,Twin Room (Minimalist),2,12,1300000,1170000,"2 giường đơn, thiết kế tối giản, không gian gọn gàng.","Phòng phù hợp cho bạn bè hoặc đồng nghiệp, với phong cách thiết kế hiện đại.",
34,Family Studio,4,6,2500000,2250000,"Phòng lớn, có thể thêm giường phụ, thiết kế ấm cúng, gần khu ẩm thực nổi tiếng.","Phòng studio rộng rãi, tiện nghi cho gia đình nhỏ.",
35,Standard Double Room,2,30,600000,540000,"Wifi miễn phí, TV, điều hòa, phòng tắm nhỏ.","Phòng cơ bản, sạch sẽ, giá rẻ, phù hợp cho khách công tác hoặc du lịch tiết kiệm.",
35,Twin Room with Window,2,20,800000,720000,"Phòng có cửa sổ, ánh sáng tự nhiên, view phố nhẹ.","Phòng tiêu chuẩn, đủ tiện nghi cho nhu cầu nghỉ ngơi cơ bản.",
35,Triple Room,3,12,1100000,990000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3 người.","Phòng ba người, đơn giản và hiệu quả về chi phí.",
35,Family Quad Room,4,8,1500000,1350000,"4 người, 2 giường đôi, không gian đủ dùng.","Phòng gia đình kinh tế, tiện lợi cho nhóm 4 người.",
36,Superior Room Garden View,2,40,1300000,1170000,"Wifi, TV, phòng sạch sẽ, tầm nhìn ra khu vườn/công viên Kỳ Hòa.","Phòng tiêu chuẩn trong khu phức hợp nghỉ dưỡng, không gian thoáng đãng.",
36,Deluxe Room Pool View,2,25,1800000,1620000,"Tầm nhìn trực tiếp ra hồ bơi, tiện nghi nâng cấp, gần khu vực thể thao.","Phòng có view đẹp, thuận tiện cho việc thư giãn và bơi lội.",
36,Family Bungalow,4,10,3000000,2700000,"Bungalow riêng biệt, 2 phòng ngủ hoặc 1 phòng lớn, gần sân tennis.","Căn bungalow độc lập, lý tưởng cho gia đình muốn sự riêng tư và không gian nghỉ dưỡng.",
36,Ky Hoa Suite,4,6,4500000,4050000,"Phòng khách riêng, nội thất chất lượng, khu vực tiếp khách và ăn uống.","Căn suite lớn, tận hưởng không gian và dịch vụ tốt nhất của khu nghỉ dưỡng.",
37,Standard Double/Twin,2,28,700000,630000,"Wifi miễn phí, TV, điều hòa, phòng tắm nhỏ, gần bệnh viện.","Phòng tiêu chuẩn, sạch sẽ, giá rẻ, phù hợp cho khách du lịch hoặc người thân bệnh nhân.",
37,Superior Room with Balcony,2,16,900000,810000,"Phòng có ban công nhỏ, không gian thoáng hơn, sạch sẽ.","Phòng được nâng cấp nhẹ, với không gian thư giãn ngoài trời.",
37,Triple Room,3,10,1200000,1080000,"3 giường đơn, tiện nghi cơ bản, giải pháp kinh tế cho 3 người.","Phòng ba người, đơn giản và hiệu quả.",
37,Connecting Room,4,6,1700000,1530000,"2 phòng tiêu chuẩn thông nhau, 2 phòng tắm, tiện nghi cơ bản.","Phòng thông nhau, thuận tiện cho gia đình.",
38,Standard Double Room,2,35,1300000,1170000,"Thiết kế hiện đại, TV màn hình phẳng, phòng tắm đứng, tiện nghi 3 sao.","Phòng tiêu chuẩn mới, sạch sẽ, nằm gần trung tâm thương mại.",
38,Deluxe Twin Room,2,22,1800000,1620000,"Phòng rộng rãi hơn, 2 giường đơn lớn, bàn làm việc.","Phòng phù hợp cho khách công tác hoặc bạn bè, với không gian thoải mái.",
38,Sen Viet Suite,2,8,3000000,2700000,"Phòng khách riêng, nội thất hiện đại, ấm cúng, bồn tắm.","Căn suite nhỏ với không gian sống và nghỉ ngơi tách biệt.",
38,Family Connecting Room,4,6,3800000,3420000,"2 phòng Deluxe thông nhau, 2 phòng tắm, giường King và Twin.","Lựa chọn tối ưu cho gia đình muốn ở cạnh nhau.",
39,Cozy Double Room,2,18,1600000,1440000,"Thiết kế boutique ấm cúng, nội thất gỗ, TV thông minh, sạch sẽ.","Phòng đôi lãng mạn, phong cách tối giản, gần khu ẩm thực Quận 10.",
39,Deluxe Corner Room,2,12,2000000,1800000,"Phòng góc có 2 cửa sổ, nhiều ánh sáng, view phố.","Phòng rộng rãi hơn, lý tưởng cho khách thích không gian sáng sủa và view đẹp.",
39,Family Studio,3,8,3200000,2880000,"Phòng lớn, giường King và Single (hoặc sofa bed), thiết kế ấm áp.","Phòng studio tiện nghi, phù hợp cho gia đình có 1 trẻ nhỏ.",
39,Aiden Suite,4,5,4500000,4050000,"Phòng khách riêng, bếp nhỏ, nội thất cao cấp, khu vực ngồi riêng tư.","Căn suite boutique, mang lại không gian thoải mái, tiện nghi như căn hộ.",
40,Standard Double Room,2,22,750000,675000,"Wifi miễn phí, TV, điều hòa, phòng tắm nhỏ, gần khu ẩm thực.","Khách sạn mini, giá rẻ, sạch sẽ, vị trí thuận tiện để khám phá ẩm thực Quận 10.",
40,Deluxe Twin Room,2,15,950000,855000,"Phòng rộng hơn Standard, cửa sổ (hạn chế), gần chợ và khu mua sắm.","Phòng tiêu chuẩn, đủ tiện nghi cơ bản.",
40,Triple Room,3,10,1300000,1170000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.","Phòng ba người, đơn giản và tiết kiệm chi phí.",
40,Family Quad Room,4,6,1800000,1620000,"4 người, 2 giường đôi, không gian đủ dùng.","Phòng gia đình kinh tế, tiện lợi cho nhóm 4 người.",
41,Superior Double/Twin,2,70,1600000,1440000,"Wifi miễn phí, TV, phòng tắm đứng, tiện nghi cơ bản 4 sao.","Phòng nghỉ tiêu chuẩn, sạch sẽ, thoải mái, phù hợp cho khách công tác hoặc du lịch.",
41,Deluxe Room City View,2,45,2200000,1980000,"View thành phố Gò Vấp, bồn tắm, minibar, trà/cà phê.","Phòng có tầm nhìn đẹp, mang lại không gian thư giãn với đầy đủ tiện nghi.",
41,Family Suite,4,15,3800000,3420000,"Phòng lớn, 2 giường đôi hoặc giường King và sofa bed, khu vực ngồi riêng.","Căn suite rộng rãi, lý tưởng cho gia đình tìm kiếm sự thoải mái và không gian chung.",
41,Mường Thanh VIP Suite,2,4,5500000,4950000,"Phòng khách riêng biệt, tiện nghi nâng cấp, dịch vụ ưu tiên.","Căn suite cao cấp nhất, mang lại không gian sống sang trọng và riêng tư.",
42,Cottage Garden View,2,20,1000000,900000,"Nhà gỗ nhỏ, không gian sân vườn riêng, yên tĩnh, điều hòa.","Cottage đơn giản, gần gũi thiên nhiên, lý tưởng để nghỉ dưỡng mini trong thành phố.",
42,Deluxe Bungalow,2,15,1500000,1350000,"Bungalow rộng hơn, thiết kế ấm cúng, gần khu vực hồ bơi.","Bungalow riêng biệt, mang lại sự riêng tư và thoải mái tối đa.",
42,Family Retreat House,4,8,2500000,2250000,"Nhà nghỉ gia đình, 2 phòng ngủ hoặc 1 phòng lớn, không gian xanh mát.","Phù hợp cho gia đình, tận hưởng bầu không khí trong lành và yên tĩnh.",
42,Suite with Private Jacuzzi,2,5,3500000,3150000,"Bồn sục (Jacuzzi) riêng ngoài trời/trong nhà, không gian lãng mạn.","Căn suite đặc biệt dành cho các cặp đôi tìm kiếm trải nghiệm lãng mạn.",
43,Standard Double Room,2,25,500000,450000,"Wifi miễn phí, TV, điều hòa, phòng tắm nhỏ.","Phòng cơ bản, giá rẻ nhất, sạch sẽ, phù hợp cho khách du lịch cực kỳ tiết kiệm ngân sách.",
43,Twin Room with Window,2,18,700000,630000,"Phòng có cửa sổ, sạch sẽ, 2 giường đơn.","Phòng tiêu chuẩn, đủ tiện nghi cơ bản, gần các khu chợ và khu mua sắm.",
43,Triple Room,3,10,1000000,900000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.","Phòng ba người, đơn giản và hiệu quả về chi phí.",
43,Family Quad Room,4,6,1300000,1170000,"4 người, 2 giường đôi, không gian đủ dùng.","Phòng gia đình kinh tế, tiện lợi cho nhóm 4 người.",
44,Studio Apartment (Art Theme),2,20,1500000,1350000,"Bếp nhỏ, TV thông minh, thiết kế nghệ thuật độc đáo, gần TTTM.","Căn hộ studio hiện đại, phong cách tối giản, phù hợp cho lưu trú ngắn và dài ngày.",
44,One-Bedroom Apartment,2,15,2200000,1980000,"Phòng ngủ tách biệt, phòng khách nhỏ, bếp đầy đủ dụng cụ.","Căn hộ 1 phòng ngủ, mang lại sự riêng tư và tiện nghi gia đình.",
44,Two-Bedroom Apartment,4,10,3500000,3150000,"2 phòng ngủ riêng, nội thất nghệ thuật, không gian sống rộng rãi.","Lý tưởng cho gia đình 4 người hoặc nhóm bạn, có thể tự nấu ăn và sinh hoạt chung.",
44,Penthouse Gallery View,4,4,5000000,4500000,"View toàn cảnh thành phố, nội thất và tác phẩm nghệ thuật cao cấp, trần cao.","Căn hộ cao cấp nhất, thiết kế độc đáo, dành cho những người yêu thích nghệ thuật.",
45,Standard Double Room,2,30,650000,585000,"Wifi miễn phí, TV, điều hòa, phòng tắm nhỏ, gần sân bay.","Phòng cơ bản, sạch sẽ, giá rẻ, phù hợp cho khách công tác hoặc quá cảnh.",
45,Twin Room with Window,2,18,850000,765000,"Phòng có cửa sổ, 2 giường đơn, thuận tiện giao thông.","Phòng tiêu chuẩn, đủ tiện nghi cơ bản.",
45,Business Room,2,10,1100000,990000,"Bàn làm việc lớn, đèn đọc sách, yên tĩnh hơn, thích hợp cho khách công tác.","Phòng được tối ưu cho khách cần không gian làm việc.",
45,Family Quad Room,4,6,1600000,1440000,"4 người, 2 giường đôi, không gian đủ dùng.","Phòng gia đình kinh tế.",
46,River View Bungalow,2,12,1800000,1620000,"Nhà riêng ven sông, không gian xanh, yên tĩnh, điều hòa.","Bungalow tách biệt, lý tưởng cho các cặp đôi tìm kiếm sự riêng tư và không khí trong lành.",
46,Family Garden Suite,4,8,3000000,2700000,"Suite gia đình, view vườn, khu vực ngồi riêng, nội thất gỗ.","Phòng rộng rãi, mang lại cảm giác nghỉ dưỡng gần gũi thiên nhiên.",
46,Deluxe Cottage,2,10,2500000,2250000,"Cottage cao cấp hơn, bồn tắm lớn, ban công rộng hướng sông.","Trải nghiệm nghỉ dưỡng nâng cao, tận hưởng sự yên bình của vùng ven sông Thủ Đức.",
46,Hana Presidential Villa,6,2,8000000,7200000,"Villa 3 phòng ngủ, hồ bơi riêng (tùy chọn), bếp đầy đủ, quản gia.","Villa sang trọng, phù hợp cho nhóm bạn hoặc gia đình lớn.",
47,Standard King/Twin,2,90,2500000,2250000,"Phòng hiện đại, tiện nghi 5 sao, TV, nằm trong khu đô thị mới.","Phòng tiêu chuẩn chất lượng cao, gần công viên Vinpearl Grand Park.",
47,Deluxe Park View,2,60,3500000,3150000,"View tuyệt đẹp ra công viên 36ha, tiện nghi nâng cấp.","Phòng có tầm nhìn đắt giá, thích hợp cho khách muốn tận hưởng cảnh quan xanh.",
47,Executive Suite,4,20,6000000,5400000,"Phòng khách riêng, dịch vụ Club Lounge, máy pha cà phê Nespresso.","Căn suite rộng rãi, tận hưởng dịch vụ ưu tiên và tiện ích độc quyền.",
47,Family Connecting Room,4,15,7000000,6300000,"2 phòng thông nhau, 2 phòng tắm, tiện ích đầy đủ cho gia đình.","Lựa chọn tối ưu cho gia đình muốn ở cạnh nhau với không gian rộng.",
48,Single Capsule,1,40,200000,180000,"Giường con nhộng riêng tư, ổ cắm điện, đèn đọc sách, Wifi.","Phòng ngủ tối giản, giá cực rẻ, chỉ dành cho 1 người, phù hợp khách ba lô.",
48,Double Capsule,2,24,350000,315000,"Giường con nhộng đôi, không gian riêng, phù hợp cho cặp đôi tiết kiệm.","Phòng ngủ đôi trong không gian con nhộng, độc đáo và siêu tiết kiệm.",
48,Female Dormitory Capsule,1,18,250000,225000,"Giường con nhộng trong phòng nữ, an ninh tốt hơn.","Lựa chọn an toàn và tiết kiệm cho khách du lịch nữ đơn lẻ.",
48,Premium Capsule,1,15,300000,270000,"Giường con nhộng có tủ khóa lớn hơn, tiện nghi cá nhân tốt hơn.","Mức giá cao hơn một chút, cung cấp sự thoải mái và tiện nghi tốt hơn.",
49,Dormitory Bed (4 Pax),1,24,150000,135000,"Giường trong phòng 4 người, phòng tắm chung, gần các trường đại học.","Lựa chọn cực kỳ bình dân, phù hợp cho sinh viên hoặc khách du lịch siêu tiết kiệm.",
49,Private Twin Room,2,8,500000,450000,"Phòng đôi riêng tư, tiện nghi cơ bản nhất, sạch sẽ.","Phòng riêng cho 2 người, giá tốt, phù hợp với du khách ba lô hoặc sinh viên.",
49,Dormitory Bed (6 Pax),1,30,120000,108000,"Giường trong phòng 6 người, tiện nghi cơ bản, phục vụ nhu cầu nghỉ ngơi.","Giải pháp lưu trú rẻ nhất, tập trung vào tính kinh tế.",
49,Family Room (Basic),4,6,800000,720000,"Phòng riêng cho 4 người, tiện nghi cơ bản, thích hợp lưu trú ngắn.","Phòng gia đình đơn giản, phục vụ nhu cầu nghỉ ngơi cơ bản.",
50,Standard Double Room,2,28,700000,630000,"Wifi miễn phí, TV, điều hòa, phòng tắm nhỏ.","Phòng cơ bản, sạch sẽ, giá rẻ, phù hợp cho khách công tác tại khu vực Thủ Đức.",
50,Twin Room with Window,2,16,900000,810000,"Phòng có cửa sổ, sạch sẽ, gần các tiện ích khu Hoàng Diệu 2.","Phòng tiêu chuẩn, đủ tiện nghi cơ bản.",
50,Business Room,2,10,1200000,1080000,"Phòng yên tĩnh hơn, bàn làm việc, tiện nghi nâng cấp nhẹ.","Phòng được tối ưu cho khách cần không gian làm việc.",
50,Triple Room,3,8,1500000,1350000,"3 người, tiện nghi cơ bản, giải pháp kinh tế cho nhóm 3.","Phòng ba người, đơn giản và hiệu quả.",
51,Standard Resort Room,2,10,1300000,1170000,"Wifi miễn phí, TV, phòng tắm riêng, view vườn.","Phòng nghỉ tiêu chuẩn, sạch sẽ, nằm trong khu nghỉ dưỡng sinh thái yên bình.",
51,Deluxe Bungalow Garden View,2,8,1800000,1620000,"Bungalow tách biệt, thiết kế hiện đại, ban công riêng.","Mang lại sự riêng tư và gần gũi với thiên nhiên, thích hợp cho cặp đôi.",
51,Family Connecting Room,4,5,3000000,2700000,"2 phòng thông nhau, 2 phòng tắm, tiện nghi gia đình.","Lựa chọn lý tưởng cho gia đình muốn tận hưởng không gian xanh.",
51,Premium Riverside Villa,4,3,4500000,4050000,"Villa ven sông, bếp nhỏ, khu vực sinh hoạt riêng, yên tĩnh.","Căn villa cao cấp, tận hưởng không khí trong lành và cảnh quan sông nước.",
